,loss,accuracy,val_loss,val_accuracy
0,0.6597937345504761,0.8731883764266968,0.5740213990211487,0.8294573426246643
1,0.5598269701004028,0.875,0.5127867460250854,0.8294573426246643
2,0.47289103269577026,0.875,0.5127741694450378,0.8294573426246643
3,0.44717851281166077,0.875,0.5211484432220459,0.8294573426246643
4,0.44085457921028137,0.8768116235733032,0.5178126096725464,0.8294573426246643
5,0.4176280200481415,0.8768116235733032,0.515244722366333,0.8294573426246643
6,0.3893037736415863,0.8894927501678467,0.5166691541671753,0.8294573426246643
7,0.3701430559158325,0.9021739363670349,0.508720874786377,0.8217054009437561
8,0.35893747210502625,0.9003623127937317,0.49930211901664734,0.8217054009437561
9,0.3530476987361908,0.9021739363670349,0.5001806020736694,0.8139534592628479
10,0.34834444522857666,0.9057971239089966,0.5040006637573242,0.8139534592628479
11,0.34437742829322815,0.9057971239089966,0.5050510764122009,0.8139534592628479
12,0.3406783938407898,0.9039855003356934,0.5053979754447937,0.8139534592628479
13,0.3373248875141144,0.9039855003356934,0.5062999725341797,0.8139534592628479
14,0.3340948224067688,0.9039855003356934,0.5071176886558533,0.8139534592628479
15,0.3309907019138336,0.9039855003356934,0.5074958205223083,0.8139534592628479
16,0.3280656933784485,0.907608687877655,0.507505476474762,0.8139534592628479
17,0.3253017067909241,0.9094203114509583,0.5074127316474915,0.8139534592628479
18,0.3227100968360901,0.907608687877655,0.5074706077575684,0.8139534592628479
19,0.32024407386779785,0.907608687877655,0.5077258944511414,0.8139534592628479
20,0.31782296299934387,0.9094203114509583,0.5080466270446777,0.8139534592628479
21,0.31540095806121826,0.9094203114509583,0.5082092881202698,0.8139534592628479
22,0.31295737624168396,0.9094203114509583,0.5079123973846436,0.8139534592628479
23,0.3104819357395172,0.9112318754196167,0.5068248510360718,0.8139534592628479
24,0.3079566955566406,0.9130434989929199,0.5046936273574829,0.8139534592628479
25,0.3053763210773468,0.9130434989929199,0.5014232397079468,0.8139534592628479
26,0.30279046297073364,0.9130434989929199,0.49720627069473267,0.8139534592628479
27,0.30031904578208923,0.9130434989929199,0.4926973581314087,0.8139534592628479
28,0.29806724190711975,0.9130434989929199,0.4888201057910919,0.8139534592628479
29,0.29596737027168274,0.9148550629615784,0.48603805899620056,0.8139534592628479
30,0.2938268780708313,0.9148550629615784,0.4839213490486145,0.8139534592628479
31,0.2915746569633484,0.9166666865348816,0.48168736696243286,0.8139534592628479
32,0.28935328125953674,0.9166666865348816,0.4790690839290619,0.8139534592628479
33,0.28738728165626526,0.9166666865348816,0.47647184133529663,0.8139534592628479
34,0.28579968214035034,0.91847825050354,0.47436752915382385,0.8139534592628479
35,0.2849481701850891,0.91847825050354,0.47303828597068787,0.8217054009437561
36,0.2869831323623657,0.9166666865348816,0.47326651215553284,0.8217054009437561
37,0.3125206232070923,0.9039855003356934,0.4722163677215576,0.8217054009437561
38,0.3358178734779358,0.907608687877655,0.5022662281990051,0.8294573426246643
39,0.3128622770309448,0.9039855003356934,0.509893536567688,0.8139534592628479
40,0.2863081991672516,0.9202898740768433,0.4861413836479187,0.8139534592628479
41,0.30044904351234436,0.9112318754196167,0.5100619792938232,0.8217054009437561
42,0.2768229842185974,0.9239130616188049,0.480703741312027,0.8139534592628479
43,0.2981838583946228,0.9148550629615784,0.497546523809433,0.8294573426246643
44,0.27711427211761475,0.9202898740768433,0.47550758719444275,0.8139534592628479
45,0.29224035143852234,0.9166666865348816,0.4928394854068756,0.8294573426246643
46,0.2768419682979584,0.9202898740768433,0.46828651428222656,0.8139534592628479
47,0.2818223834037781,0.9166666865348816,0.49667105078697205,0.8294573426246643
48,0.26935940980911255,0.9257246255874634,0.4733439087867737,0.8217054009437561
49,0.2680934965610504,0.9202898740768433,0.4856780767440796,0.8294573426246643
50,0.2636512219905853,0.9275362491607666,0.47776350378990173,0.8139534592628479
51,0.2642116844654083,0.9257246255874634,0.4830019474029541,0.8294573426246643
52,0.26103657484054565,0.9311594367027283,0.47679030895233154,0.8217054009437561
53,0.26261836290359497,0.9275362491607666,0.47691816091537476,0.8294573426246643
54,0.2601644694805145,0.9329710006713867,0.46916908025741577,0.8217054009437561
55,0.25940564274787903,0.929347813129425,0.47437310218811035,0.8217054009437561
56,0.2546358108520508,0.9329710006713867,0.47628647089004517,0.8217054009437561
57,0.25329673290252686,0.9329710006713867,0.48053041100502014,0.8139534592628479
58,0.25021323561668396,0.9311594367027283,0.48815956711769104,0.8139534592628479
59,0.24756881594657898,0.9311594367027283,0.4816959500312805,0.8217054009437561
60,0.2451481968164444,0.9275362491607666,0.4876529276371002,0.8217054009437561
61,0.2438768595457077,0.929347813129425,0.5024346113204956,0.8139534592628479
62,0.24006351828575134,0.929347813129425,0.5148038864135742,0.8139534592628479
63,0.25878390669822693,0.9221014380455017,0.47988268733024597,0.8217054009437561
64,0.2846479117870331,0.9202898740768433,0.4858954846858978,0.8217054009437561
65,0.274374783039093,0.9202898740768433,0.5033302903175354,0.8139534592628479
66,0.25690513849258423,0.9239130616188049,0.5575438141822815,0.8217054009437561
