,loss,accuracy,val_loss,val_accuracy
0,0.6184524893760681,0.8813008069992065,0.6560149192810059,0.852664589881897
1,0.4578699767589569,0.8829268217086792,0.5371798276901245,0.852664589881897
2,0.40073058009147644,0.8829268217086792,0.5860650539398193,0.852664589881897
3,0.39910781383514404,0.8829268217086792,0.5823208093643188,0.852664589881897
4,0.39342671632766724,0.8829268217086792,0.5768352746963501,0.852664589881897
5,0.3889291286468506,0.8829268217086792,0.552915632724762,0.852664589881897
6,0.38284924626350403,0.8829268217086792,0.5310750007629395,0.852664589881897
7,0.3797597885131836,0.8829268217086792,0.5236610770225525,0.852664589881897
8,0.38028135895729065,0.8829268217086792,0.5388223528862,0.852664589881897
9,0.37826696038246155,0.8829268217086792,0.5487013459205627,0.852664589881897
10,0.3764832615852356,0.8829268217086792,0.5462139248847961,0.852664589881897
11,0.3759332001209259,0.8829268217086792,0.5461549162864685,0.852664589881897
12,0.37547144293785095,0.8829268217086792,0.5503764152526855,0.852664589881897
13,0.3744564652442932,0.8829268217086792,0.5526220798492432,0.852664589881897
14,0.37358033657073975,0.8829268217086792,0.5524121522903442,0.852664589881897
15,0.3730250597000122,0.8829268217086792,0.5529232621192932,0.852664589881897
16,0.3724643290042877,0.8829268217086792,0.5545461773872375,0.852664589881897
17,0.37177878618240356,0.8829268217086792,0.5558475255966187,0.852664589881897
18,0.3711070120334625,0.8829268217086792,0.5565085411071777,0.852664589881897
19,0.3704974055290222,0.8829268217086792,0.5572150349617004,0.852664589881897
20,0.3698750436306,0.8829268217086792,0.5582084059715271,0.852664589881897
21,0.3691941797733307,0.8829268217086792,0.559187650680542,0.852664589881897
22,0.3684694766998291,0.8829268217086792,0.5600046515464783,0.852664589881897
23,0.36770159006118774,0.8829268217086792,0.5608028769493103,0.852664589881897
24,0.36685219407081604,0.8845528364181519,0.56168532371521,0.852664589881897
25,0.36587172746658325,0.8845528364181519,0.562623143196106,0.852664589881897
26,0.3647022247314453,0.8845528364181519,0.5636309385299683,0.852664589881897
27,0.3632510006427765,0.8845528364181519,0.5648579597473145,0.852664589881897
28,0.3613665699958801,0.8861788511276245,0.5665095448493958,0.852664589881897
